quaycode,quayname,quaystatus,transportmode,lat,lon,visuallyaccessible,disabledaccessible,compassdirection,validfrom,quayshapetype,baylength,markedkerb,lift,guidelines,groundsurfaceindicator,stopplaceaccessroute,mutationdate,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,tactilegroundsurfaceindicator,ramp,heightwithenvironment,bayentranceangles,ramplength,rampwidth,embaymentwidth,bayexitangles
NL:Q:57005030,Centraal Station,available,bus,52.37980273738122,4.900811571483048,true,true,120,2020-05-24T22:00:00Z,langshalte,40.8,true,true,true,true,true,2020-12-22T16:24:26Z,0.2,3,3.4,39.1,2.8,true,true,true,false,6,,,3,2.8,6.5
NL:Q:30008280,Joris Ivensstraat,available,bus,52.360234634393414,4.9893427512968795,false,false,49,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30007448,A.J. Ernststraat,available,tram,52.33288596041941,4.868872697067194,false,false,356,2020-07-19T22:00:00Z,langshalte,52,true,false,true,true,true,2021-02-08T15:51:21Z,0.4,2.1,2.1,50,1.3,true,true,true,false,0.1,,,,,
NL:Q:30007449,A.J. Ernststraat,available,tram,52.33230139786149,4.86879149454024,false,false,178,2020-07-19T22:00:00Z,langshalte,52,true,false,true,true,true,2021-02-08T15:51:21Z,0.4,2.3,2.3,50,1.1,true,true,true,false,0.1,,,,,
NL:Q:30000041,Maxwellstraat,available,bus,52.34801348489469,4.9302043495867345,true,true,61,2020-05-24T22:00:00Z,semi-haltehaven,22.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.1,18.7,1.35,true,true,true,false,-3,,,1.8,2.5,8
NL:Q:30009008,Maxwellstraat,available,bus,52.34717067447035,4.928407882106384,true,false,240,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.5,4.8,17,0.8,true,true,true,false,0,,,1.8,,
NL:Q:30009179,Maxwellstraat,available,bus,52.34823072942352,4.928279513069278,false,false,301,2020-05-24T22:00:00Z,haltehaven,24,true,false,false,false,true,2021-01-08T13:34:25Z,0.07,1.7,3,22.9,0.9,false,false,false,false,0.04,9,,1.8,2.3,14
NL:Q:30000042,Pieter Zeemanlaan,expired,bus,52.3487816572432,4.931297178023755,false,false,243,2019-02-07T00:00:00Z,uitgestoken langshalte,20.66,true,false,false,false,true,2021-02-25T11:33:45Z,0.08,1.8,2.58,0.01,0.8,false,false,false,false,,0.01,,,,
NL:Q:30000043,Pieter Zeemanlaan,expired,bus,52.34878261812508,4.931546668872513,false,false,61,2019-02-07T00:00:00Z,uitgestoken langshalte,24.92,true,false,false,false,true,2021-02-25T11:33:45Z,0.12,1.9,2.3,0.01,0.7,false,false,false,false,,0.01,,,,
NL:Q:30000128,Geerdinkhof,available,bus,52.322888415054315,4.980744565297812,false,false,132,2020-05-24T22:00:00Z,haltehaven,17,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,3,2.7,17,1.5,false,false,false,false,0,9,,1.5,2.7,8
NL:Q:30000129,Geerdinkhof,available,bus,52.32365073623325,4.980268207865218,false,false,303,2020-05-24T22:00:00Z,haltehaven,16.35,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,1.2,1.2,17.5,0.7,false,false,false,false,0.05,8,,,2.8,8
NL:Q:30000315,Gaasperplas,available,bus,52.31127310046301,4.985088743188863,false,false,280,2020-05-24T22:00:00Z,langshalte,12.5,true,false,false,true,true,2021-01-08T13:34:25Z,0.11,1.5,1.5,0.01,1.5,false,false,false,false,0,,,,,
NL:Q:30000321,Gaasperplas,available,bus,52.310949550700784,4.985091671335276,false,false,129,2020-05-24T22:00:00Z,langshalte,24,true,false,false,true,true,2021-01-08T13:34:25Z,0.11,3,3,19.53,2.1,false,false,false,false,0,,,2,,
NL:Q:30000322,Gaasperplas,available,bus,52.31116549978495,4.985163037169101,false,false,283,2020-05-24T22:00:00Z,langshalte,15.5,true,false,false,true,true,2021-01-08T13:34:25Z,0.11,1.5,1.5,15.37,1.5,false,false,false,false,0,,,,,
NL:Q:30000323,Gaasperplas,available,bus,52.31111167450776,4.985192852240228,false,false,282,2020-05-24T22:00:00Z,langshalte,15,true,false,false,true,true,2021-01-08T13:34:25Z,0.11,1.5,1.6,12,1.5,false,false,false,false,0,,,,,
NL:Q:30000219,Gaasperplas,available,bus,52.311327025421406,4.985088255159687,false,false,290,2020-05-24T22:00:00Z,langshalte,12.5,true,false,false,true,true,2021-01-08T13:34:25Z,0.11,1.5,1.5,12,1.5,false,false,false,false,0.04,,,,,
NL:Q:30000222,Gaasperplas,outofuse,bus,52.31136322463521,4.985161248058495,false,false,0,2019-03-01T00:00:00Z,langshalte,8,false,false,false,false,true,2021-01-08T13:34:25Z,0.11,3,2,8,0.9,false,false,false,false,0,,,,,
NL:Q:30000304,Gaasperplas,available,bus,52.31121937490034,4.98514788562859,false,false,284,2020-05-24T22:00:00Z,langshalte,15.3,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,1.5,1.5,0.01,1.5,false,false,false,false,0,,,,,
NL:Q:30000336,Schaarsbergenstraat,available,bus,52.29263851819987,4.981607484057709,true,true,90,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,3.6,18,1.5,true,true,true,false,1,29,,1.5,3.2,17.5
NL:Q:30000337,Schaarsbergenstraat,available,bus,52.29278999821705,4.981224994662711,true,true,268,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.3,2.3,18,1.4,true,true,true,false,1.5,28,,1.5,3.1,17
NL:Q:30000554,Science Park,available,bus,52.3544816190903,4.950834266361931,true,false,122,2020-05-24T22:00:00Z,langshalte,21.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.2,1.2,17,0.9,true,true,true,false,0.1,,,1.5,,
NL:Q:30000555,Science Park,available,bus,52.35466981290723,4.950685631231762,true,false,301,2020-05-24T22:00:00Z,langshalte,21.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.2,1.5,17,0.9,true,true,true,false,0.13,,,1.6,,
NL:Q:30001181,Banne Buiksloot,outofuse,bus,52.404704364008566,4.920112045011245,false,false,329,2019-03-01T00:00:00Z,langshalte,8,true,false,false,false,true,2021-02-25T11:33:45Z,0.08,1.85,1.85,0.01,1.35,false,false,false,false,0,0.01,,,,
NL:Q:30003115,Michel de Klerkhof,available,bus,52.37608066242039,4.797700530547622,true,false,14,2020-05-24T22:00:00Z,langshalte,27.2,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,1.15,2.2,23.8,0.9,true,true,false,false,0,,,1.8,,
NL:Q:30003116,Michel de Klerkhof,available,bus,52.376250760470874,4.797566097452145,true,false,195,2020-05-24T22:00:00Z,langshalte,32.3,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.2,3.1,28.9,1.2,true,true,false,false,0,,,1.8,,
NL:Q:30004088,Louwesweg,available,tram,52.34671226288487,4.824301921220511,true,true,266,2019-03-14T00:00:00Z,langshalte,61,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1,2,60,0.9,true,true,true,true,0.25,0.01,3,1.2,,
NL:Q:30004089,Louwesweg,available,tram,52.34668913788306,4.825109390491401,true,false,87,2019-03-14T00:00:00Z,langshalte,60,true,false,true,true,true,2021-01-08T13:34:25Z,0.21,1.25,1.25,59,0.95,true,true,true,true,0.2,,4,1.5,,
NL:Q:30004326,Plesmanlaan,available,bus,52.35066148686202,4.810117634964823,false,true,258,2020-05-24T22:00:00Z,haltehaven,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.19,2.1,2.1,20,1.8,false,false,false,false,0,12,,,3.2,9.5
NL:Q:30004327,Plesmanlaan,available,bus,52.35057368932004,4.810544416353411,false,true,75,2020-05-24T22:00:00Z,haltehaven,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.19,2.1,2.1,20,1.35,false,false,false,false,0,13,,1.8,3.07,9
NL:Q:30009114,De Pijp,available,bus,52.352650476956484,4.889910035587592,true,false,239,2019-03-14T00:00:00Z,langshalte,71,true,false,true,false,false,2021-01-08T13:34:25Z,0.2,1.8,1.8,64,1.2,true,true,false,true,0.1,,4,1.9,,
NL:Q:30009111,De Pijp,available,tram,52.352716777526425,4.890716574471155,true,true,82,2020-05-24T22:00:00Z,langshalte,71,true,false,true,false,false,2021-01-08T13:34:25Z,0.2,1.8,1.8,64,1.3,true,true,false,true,0.12,,4,2,,
NL:Q:30009510,Weesperplein,available,metro,52.361227632258036,4.908032592175623,true,true,329,2020-05-24T22:00:00Z,langshalte,120,true,true,false,false,true,2020-11-08T18:00:51Z,0.9,0.01,3.8,0.01,3.8,false,false,false,false,0,,,,,
NL:Q:30009511,Weesperplein,available,metro,52.36120001644524,4.907871403376104,true,true,149,2020-05-24T22:00:00Z,langshalte,120,true,true,false,false,true,2020-11-08T18:01:11Z,0.9,0.01,3.8,0.01,3.8,false,false,false,false,0,,,,,
NL:Q:30003102,Confuciusplein,available,bus,52.37449623569043,4.811789971128869,false,false,183,2020-05-24T22:00:00Z,haltehaven,18,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,2,6,31,0.9,false,false,false,false,0,11,,,2.2,6
NL:Q:30003103,Confuciusplein,available,bus,52.37458732071728,4.812038437168655,true,true,6,2020-05-24T22:00:00Z,langshalte,25,true,false,true,true,true,2021-01-08T13:34:25Z,0.25,4.2,2.5,23,2.5,true,false,false,false,0,,,1.8,,
NL:Q:30001122,Havikslaan,available,bus,52.385347148164634,4.91839179814841,true,true,60,2020-05-24T22:00:00Z,langshalte,22.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.3,2.3,18.5,1,true,true,false,false,0,,,,,
NL:Q:30001123,Havikslaan,available,bus,52.38509230273697,4.917586622978131,true,true,236,2020-05-24T22:00:00Z,langshalte,22.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,2.7,18.5,1.2,true,true,false,true,0.7,,1.5,1.8,,
NL:Q:30001328,Winkelcentrum,available,bus,52.397851205788676,4.937507052628914,true,true,112,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2,17,1.57,true,false,true,false,0,,,1,,
NL:Q:30002106,Assendelftstraat,available,bus,52.389392803078486,4.8794499142200145,true,true,321,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,1.4,1.4,17,0.9,true,true,true,true,0.18,4,1.2,1.2,1.8,5.5
NL:Q:30002107,Assendelftstraat,available,bus,52.38876545868612,4.87986841479956,true,true,142,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1,1.4,17,0.9,true,true,true,true,0.14,4,1.2,1.5,1.8,4.5
NL:Q:30004109,Westlandgracht,available,tram,52.35160849528057,4.845023212743857,true,false,270,2019-03-14T00:00:00Z,langshalte,33.4,true,false,true,false,true,2021-01-08T13:34:25Z,0.23,1.9,1.9,32.2,1.2,true,false,false,true,0.23,,2,1.5,,
NL:Q:30004110,Westlandgracht,available,tram,52.35155820000665,4.8458164130758545,true,false,90,2019-03-14T00:00:00Z,langshalte,32.8,true,false,true,false,true,2021-01-08T13:34:25Z,0.22,1.8,1.8,32.2,1.2,true,true,false,true,0.23,,2,1.5,,
NL:Q:30008048,C. van Eesterenlaan,available,bus,52.37382035261116,4.938073815216637,false,false,110,2020-05-24T22:00:00Z,langshalte,24,false,false,false,false,false,2021-01-08T13:34:25Z,0.15,3.8,3.8,0.01,3.8,false,false,false,false,,,,,,
NL:Q:30008011,C. van Eesterenlaan,available,bus,52.37333698496806,4.938592672611398,true,true,359,2020-05-24T22:00:00Z,langshalte,22,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,6.23,6,21,6,true,true,true,false,0,,,,,
NL:Q:30008012,C. van Eesterenlaan,available,tram,52.37358957609503,4.9388397577082515,true,true,263,2019-03-14T00:00:00Z,langshalte,23.9,true,false,true,true,false,2021-01-08T13:34:25Z,0.18,2,2,23.9,1.2,false,true,true,true,0.12,,3,2.2,,
NL:Q:30008233,C. van Eesterenlaan,available,tram,52.373443051548946,4.938121690257475,true,true,84,2020-05-24T22:00:00Z,langshalte,23.9,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,1.35,1.35,23.9,0.75,true,true,true,true,0.18,,3,1.5,,
NL:Q:30008051,K. 's-Gravesandestr.,available,tram,52.36237326544807,4.913540284789955,false,false,258,2020-05-24T22:00:00Z,langshalte,60,false,false,false,false,false,2021-01-08T13:34:25Z,0.08,1.2,1.2,59,0.9,false,false,false,false,,,,,,
NL:Q:30008052,K. 's-Gravesandestr.,available,tram,52.36274078992554,4.915547677816138,false,false,78,2020-05-24T22:00:00Z,langshalte,53,false,false,false,false,false,2021-01-08T13:34:25Z,0.06,1.05,1.05,53,0.75,false,false,false,false,0,,,,,
NL:Q:30008179,K. 's-Gravesandestr.,available,tram,52.36197434946649,4.9149245480606405,false,false,152,2020-05-24T22:00:00Z,langshalte,39,false,false,false,false,false,2021-01-08T13:34:25Z,0.09,1.2,1.2,17,0.6,false,false,false,false,0.09,,,,,
NL:Q:30008221,Tosaristraat,available,bus,52.379749805947746,4.923459171221992,true,true,263,2020-05-24T22:00:00Z,langshalte,22,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.4,3.45,22,1,true,true,true,false,,,,,,
NL:Q:30008229,Tosaristraat,available,bus,52.37950582505726,4.923123929060615,true,true,343,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,6.2,0.9,20.4,0.9,true,true,true,false,0,,,,,
NL:Q:30008288,R.J.H. Fortuynplein,available,bus,52.37225309992462,4.946738722971456,true,true,70,2020-05-24T22:00:00Z,langshalte,20,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,13,20,2.7,true,true,true,false,0,,,,,
NL:Q:30009075,Scheldestraat,available,tram,52.34728344046532,4.891731301008735,false,true,273,2020-05-24T22:00:00Z,langshalte,57,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,1.8,1.8,52,1,false,false,false,true,0.2,,4,1.8,,
NL:Q:30009074,Scheldestraat,available,tram,52.34755072428721,4.8911706236228305,false,false,188,2020-05-24T22:00:00Z,langshalte,60,false,false,false,false,false,2021-01-08T13:34:25Z,0.09,1.2,1.2,58,0.9,false,false,false,true,0.08,,2,1.5,,
NL:Q:30009070,Scheldestraat,available,bus,52.347013817336155,4.889591620052091,false,false,93,2020-05-24T22:00:00Z,langshalte,20,true,false,false,false,true,2021-01-08T13:34:25Z,0.1,2.4,6.3,19,1,false,false,false,false,0,,,,,
NL:Q:30009071,Scheldestraat,available,bus,52.34734653382439,4.889631917798839,false,false,273,2020-05-24T22:00:00Z,langshalte,19,true,false,false,false,true,2021-01-08T13:34:25Z,0.1,2.1,5.7,18,1.1,false,false,false,false,0,,,,,
NL:Q:30007186,Prinses Irenestraat,available,tram,52.342608942217865,4.8767274280307,true,true,174,2018-11-15T00:00:00Z,langshalte,66,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.2,1.8,60,0.9,true,true,true,true,0.12,,3,2,,
NL:Q:30007187,Prinses Irenestraat,available,tram,52.343103625026075,4.8768097869469464,true,true,354,2019-03-14T00:00:00Z,langshalte,64.5,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.3,1.7,60,1.2,true,true,true,true,0.12,,3,1.7,,
NL:Q:30007230,Museumplein,outofuse,tram,52.35610971148315,4.881181308924068,false,false,101,2019-03-01T00:00:00Z,langshalte,34.75,true,false,false,false,true,2021-02-25T11:33:45Z,0.14,1.77,3.56,0.01,0.53,false,false,false,false,0,0.01,,,,
NL:Q:30007231,Museumplein,outofuse,tram,52.3562604237207,4.8806951819452,false,false,266,2019-03-01T00:00:00Z,langshalte,68.85,true,false,false,false,true,2021-02-25T11:33:45Z,0.14,1.44,3,0.01,0.8,false,false,false,false,0,0.01,,,,
NL:Q:30008030,Prins Hendrikkade,available,bus,52.37376582530938,4.905899989516559,false,false,118,2020-05-24T22:00:00Z,haltehaven,22.5,true,false,false,false,false,2021-01-08T13:34:25Z,0.15,1.7,1.6,22,0.9,false,false,false,false,0.08,19.5,,,2.5,11
NL:Q:30008031,Prins Hendrikkade,available,bus,52.3745238867698,4.904452626357007,false,false,119,2020-05-24T22:00:00Z,haltehaven,20,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,1.2,4,18.95,1.1,false,false,false,false,0,5,,,2.2,14
NL:Q:57003020,Prins Hendrikkade,available,bus,52.37340009000015,4.906579454337258,false,false,134,2020-05-24T22:00:00Z,haltehaven,26,true,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,15,1.49,false,false,false,false,0.12,25,,,2.2,6.5
NL:Q:30008282,Vennepluimstraat,available,bus,52.35803597077248,4.990331314987035,true,false,293,2020-05-24T22:00:00Z,haltehaven,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.23,7,5,18,5,true,true,true,false,0,22,,1.8,2.8,15
NL:Q:30008246,Vennepluimstraat,available,tram,52.35745454205952,4.991158558102833,true,true,298,2020-05-24T22:00:00Z,langshalte,70,true,false,true,false,true,2021-01-08T13:34:25Z,0.4,3.4,3.4,70,1.8,false,false,false,true,0.25,,5,2,,
NL:Q:30008247,Vennepluimstraat,available,tram,52.3578021995406,4.990304047031268,true,true,118,2020-05-24T22:00:00Z,langshalte,70,true,false,true,false,true,2021-01-08T13:34:25Z,0.4,3.4,3.4,70,1.8,false,false,false,true,0.25,,5,2,,
NL:Q:30008281,Vennepluimstraat,available,bus,52.35713148610141,4.991308233814657,true,true,131,2020-05-24T22:00:00Z,haltehaven,19.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,1.2,1.2,19.8,1.2,true,true,true,false,0,20,,1.8,2.63,18
NL:Q:30001275,Banne Buikslootlaan,available,bus,52.40965022616434,4.913990164006643,false,false,130,2019-02-07T00:00:00Z,langshalte,17.5,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,3.6,0.01,1.2,false,false,false,false,,0.01,,,,
NL:Q:30007200,Gustav Mahlerplein,available,bus,52.336616549089705,4.8731428699326305,true,false,90,2020-05-24T22:00:00Z,langshalte,18,true,false,true,false,true,2021-02-25T11:33:45Z,0.14,1.2,1.2,18,1.3,true,false,false,false,0,,,2,,
NL:Q:57003571,Busstation Elandsgracht,available,bus,52.369581929615755,4.876901559545406,false,false,155,2020-05-24T22:00:00Z,langshalte,30,false,false,false,false,false,2021-02-25T11:33:45Z,0.12,4.5,4.5,30,4,false,false,false,false,,,,,,
NL:Q:57003570,Busstation Elandsgracht,available,bus,52.36909807176788,4.877244842272569,false,false,150,2020-05-24T22:00:00Z,langshalte,72,false,false,false,false,false,2021-02-25T11:33:45Z,0.1,1.9,2.6,0.01,1.5,false,false,false,false,0,,,,,
NL:Q:57003572,Busstation Elandsgracht,available,bus,52.36911629932099,4.877303365870367,false,false,150,2020-05-24T22:00:00Z,langshalte,26.4,false,false,false,false,false,2021-01-08T13:34:25Z,0.16,2.4,2.4,26.4,1.5,false,false,false,false,0,,,,,
NL:Q:57003574,Busstation Elandsgracht,available,bus,52.36960015733748,4.876960083639448,false,false,160,2020-05-24T22:00:00Z,langshalte,19.2,false,false,false,false,true,2021-01-08T13:34:25Z,0.16,2.2,2.6,19.2,1.2,false,false,false,false,0.08,,,,,
NL:Q:30001143,Mosplein,outofuse,bus,52.39103174628403,4.910486937344008,false,false,64,2019-03-01T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30001144,Mosplein,outofuse,bus,52.391093651648106,4.910236532292679,false,false,250,2019-03-01T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30006031,E. Wolfstraat,plan,tram,52.37028602431126,4.867275643478649,false,false,257,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30006032,E. Wolfstraat,plan,tram,52.37017720956958,4.8670566642921465,false,false,66,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30007201,B. Brittenstraat,available,bus,52.33661319938938,4.870311107508204,false,false,83,2020-05-24T22:00:00Z,haltehaven,9,true,false,false,false,false,2021-01-08T13:34:25Z,0.13,2.1,2.1,10,2.1,false,false,false,false,0.03,2.05,,,2.05,6
NL:Q:30009581,De Pijp,available,metro,52.35296066642237,4.891007404329363,true,true,170,2020-05-24T22:00:00Z,langshalte,143,false,true,true,false,true,2021-02-25T11:33:45Z,,5.5,5,143,3.5,true,true,false,false,,,,0.9,,
NL:Q:30009582,De Pijp,available,metro,52.35333782635761,4.890929796538943,true,true,348,2020-05-24T22:00:00Z,langshalte,143,false,true,true,false,true,2021-02-25T11:33:45Z,,5.5,4.8,143,3,true,true,false,false,,,,0.9,,
NL:Q:30004010,Osdorper Ban,available,bus,52.359645115566316,4.7893603575002315,false,true,326,2020-05-24T22:00:00Z,langshalte,17,true,false,false,false,true,2021-01-08T13:34:25Z,0.21,1.8,1.8,17,1.3,false,false,false,false,0,,,,,
NL:Q:30004000,Osdorper Ban,plan,bus,52.360190886105535,4.788868548093553,false,false,163,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:57140100,Europaplein/RAI,plan,bus,52.33984093732168,4.89157959527559,false,false,2,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30007308,Beethovenstraat,available,tram,52.34685810965406,4.8762529529182075,false,true,88,2020-05-24T22:00:00Z,langshalte,54,true,false,false,false,false,2021-01-08T13:34:25Z,0.22,1.65,1.65,54,0.9,false,false,false,true,0.08,,2.4,2,,
NL:Q:30007307,Beethovenstraat,available,bus,52.34703746961784,4.87824682219168,false,false,270,2020-05-24T22:00:00Z,haltehaven,20,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,2.2,3.4,20,1.1,false,false,false,false,0,10.37,,,3.01,8.3
NL:Q:30008005,Kattenburg,available,bus,52.37612388754401,4.922469100627236,false,true,110,2019-03-14T00:00:00Z,haltehaven,36,true,false,false,false,false,2021-01-08T13:34:25Z,0.24,5.8,5.8,35.9,1,false,false,false,false,0.4,16,,,3,9
NL:Q:30008006,Kattenburg,available,bus,52.37647650767167,4.920717808045113,false,false,290,2020-05-24T22:00:00Z,langshalte,35,true,false,false,false,false,2021-02-25T11:33:45Z,0.08,1.6,1.6,35,1.1,false,false,false,false,,,,,,
NL:Q:30008010,Kattenburg,plan,bus,52.37632944259077,4.922173233578327,false,false,285,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30008017,Kattenburg,available,bus,52.37608355659566,4.923644367944817,false,false,288,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30000008,Dapperstraat,available,tram,52.36107992112701,4.929761466047391,false,false,76,2019-03-14T00:00:00Z,langshalte,90,false,false,false,false,false,2021-01-08T13:34:25Z,0.14,1.2,1.2,90,0.9,false,false,false,false,0,,,,,
NL:Q:30000010,Dapperstraat,available,tram,52.3609598488218,4.9289259130827165,false,false,256,2019-03-14T00:00:00Z,langshalte,55.3,false,false,false,false,false,2021-01-08T13:34:25Z,0.12,1.2,1.2,55,0.9,false,false,false,false,,,,,,
NL:Q:30000514,Eekholt,available,bus,52.32682529156264,4.965408540333127,true,true,245,2020-05-24T22:00:00Z,langshalte,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,2.7,37.4,1.8,true,true,true,true,2,,38,1.8,,
NL:Q:30000528,Eekholt,available,bus,52.32725438102702,4.967282143742777,true,true,69,2020-05-24T22:00:00Z,langshalte,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,3,37.4,1.5,true,true,true,true,2,,64,1.5,,
NL:Q:30000529,Station Science Park,available,bus,52.352358015854584,4.947728802672299,true,true,242,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.4,4.5,17,1.5,true,false,true,false,0,,,3,,
NL:Q:30000538,Station Science Park,available,bus,52.35235905104266,4.948007668373385,true,true,60,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.8,1.8,17,1.5,true,true,false,false,0,,,,,
NL:Q:30002150,De Wittenkade,available,tram,52.38308257694796,4.877157431034771,false,true,120,2020-05-24T22:00:00Z,langshalte,24,true,false,false,false,true,2021-01-08T13:34:25Z,0.22,1.5,1.5,24,0.9,false,false,false,false,0,,,,,
NL:Q:30002151,De Wittenkade,available,tram,52.38327073980999,4.877023074434133,false,true,301,2020-05-24T22:00:00Z,langshalte,24,true,false,false,false,true,2021-01-08T13:34:25Z,0.22,1.5,1.5,24,1,false,false,false,false,0,,,,,
NL:Q:30003187,Jan Zwanenburghof,expired,bus,52.38296140068576,4.818965322253349,true,true,357,2020-05-24T22:00:00Z,langshalte,38.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,2.1,36,1.8,true,true,true,false,0,,,1.8,,
NL:Q:30003188,Jan Zwanenburghof,expired,bus,52.382699503225034,4.818704297723047,true,true,175,2020-05-24T22:00:00Z,langshalte,38.4,true,false,true,true,true,2021-03-05T12:29:26Z,0.2,1.5,2.55,26.2,1.48,true,true,false,true,0.1,,1.2,1.8,,
NL:Q:30005063,Dam,available,tram,52.372435792558,4.890701413683451,false,true,355,2020-05-24T22:00:00Z,langshalte,58,true,false,false,false,false,2021-01-08T13:34:25Z,0.18,1.8,2.4,58,1.2,false,false,false,true,0.12,,2.5,1.7,,
NL:Q:30005139,Dam,available,tram,52.37271649133079,4.891197543179424,false,false,79,2020-05-24T22:00:00Z,langshalte,25,false,false,false,false,true,2021-02-25T11:33:45Z,0.08,1,1.5,25,1,false,false,false,false,0.08,,,,,
NL:Q:30009526,Station Holendrecht,available,metro,52.29840404174775,4.959872976909136,true,true,318,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.9,2.9,120,2.93,true,true,false,false,0,,,3,,
NL:Q:30009527,Station Holendrecht,available,metro,52.29780309767615,4.960215926300538,true,true,138,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.9,2.93,120,2.93,true,true,false,false,0,,,,,
NL:Q:30009544,Verrijn Stuartweg,available,metro,52.3288156433185,4.96654855643957,true,true,300,2018-11-15T00:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,,2.9,,2.9,true,true,false,false,0,,,,,
NL:Q:30009545,Verrijn Stuartweg,available,metro,52.32843952607987,4.966933532841401,true,true,120,2018-11-15T00:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,,2.9,,2.9,true,true,false,false,0,,,,,
NL:Q:30009550,Gaasperplas,available,metro,52.31122611750716,4.98448794206998,true,true,317,2020-05-24T22:00:00Z,langshalte,127,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.85,2.85,127,2.85,true,true,false,false,5,,,2,,
NL:Q:30009555,Gaasperplas,available,metro,52.311171743132455,4.9843564585494455,false,false,316,2020-05-24T22:00:00Z,langshalte,120,true,true,false,false,true,2021-02-25T11:33:45Z,0.9,0.01,2.85,0.01,2.85,false,false,false,false,0,,,,,
