quaycode,quayname,quaystatus,transportmode,lat,lon,visuallyaccessible,disabledaccessible,compassdirection,validfrom,quayshapetype,baylength,markedkerb,lift,guidelines,groundsurfaceindicator,stopplaceaccessroute,mutationdate,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,tactilegroundsurfaceindicator,ramp,heightwithenvironment,bayentranceangles,ramplength,rampwidth,embaymentwidth,bayexitangles
NL:Q:30004138,Cornelis Lelylaan,available,bus,52.35764417042273,4.8267761860078755,true,true,171,2020-05-24T22:00:00Z,langshalte,36.3,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.45,5.7,35.1,5.7,true,true,true,false,0,,,,,
NL:Q:30004139,Cornelis Lelylaan,available,bus,52.35799911762997,4.827711200933653,true,true,359,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.3,5.8,18,2.85,true,true,true,false,0,,,3,,
NL:Q:30004006,Henk Sneevlietweg,available,bus,52.34577420859317,4.833119190571518,false,false,277,2020-05-24T22:00:00Z,haltehaven,40,true,false,false,false,true,2021-01-08T13:34:25Z,0.15,2.1,2.3,39,2.1,false,false,false,false,,8,,,3,11
NL:Q:30003092,Slotermeerlaan,expired,bus,52.37542411312141,4.821558438423143,false,false,286,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30004036,Tussen Meer,available,bus,52.35665912010461,4.79073640757972,false,false,158,2018-11-15T00:00:00Z,haltehaven,15,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,,0.9,false,false,false,false,,4,,,2.5,4
NL:Q:30004037,Tussen Meer,available,bus,52.357009620763634,4.790731695379335,false,false,340,2018-11-15T00:00:00Z,haltehaven,20,false,false,false,false,false,2021-01-08T13:34:25Z,0.07,1.2,1.2,,1.2,false,false,false,false,,6,,,2.5,6
NL:Q:30009081,Ceintuurbaan,plan,bus,52.35626237540006,4.904827474589083,false,false,158,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30009080,Ceintuurbaan,plan,bus,52.35583301628108,4.905331223958991,false,false,338,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30002159,Jan Evertsenstraat,available,bus,52.371752330326125,4.859446468740878,true,true,162,2020-05-24T22:00:00Z,langshalte,27.05,true,false,true,false,true,2021-01-08T13:34:25Z,0.18,2.1,1.8,27.05,0.9,true,true,false,false,0,,,,,
NL:Q:30002220,Jan Evertsenstraat,available,bus,52.37204884428095,4.859428255841756,true,false,341,2020-05-24T22:00:00Z,langshalte,24.55,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,2.8,2.8,20.05,1.05,true,true,false,false,0,,,,,
NL:Q:30007410,De Boelelaan/VU,expired,tram,52.33476450614715,4.868894781244964,false,true,358,2020-05-24T22:00:00Z,langshalte,26,false,false,false,false,false,2020-08-03T17:34:38Z,0.5,1.8,1.3,26,1.3,false,false,false,true,0.5,,2.2,1.86,,
NL:Q:30007411,De Boelelaan/VU,expired,tram,52.334584180959986,4.868764839522632,false,true,178,2020-05-24T22:00:00Z,langshalte,26,false,false,false,false,false,2020-08-03T17:34:50Z,0.5,1.89,1.85,26,1.3,false,false,false,true,0.5,,2.3,1.8,,
NL:Q:30003104,Dr. H. Colijnstraat,available,bus,52.37469913324986,4.80732303285191,true,true,275,2020-05-24T22:00:00Z,langshalte,18.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,2.7,15.3,1,true,true,true,false,0,,,,,
NL:Q:30003105,Dr. H. Colijnstraat,available,bus,52.374643915120515,4.8070594213503535,true,true,95,2020-05-24T22:00:00Z,langshalte,18.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,2.7,15.3,0.9,true,true,true,false,0,,,,,
NL:Q:30004008,Dijkgraafplein,available,tram,52.35542424444309,4.786481461258683,true,true,100,2020-05-24T22:00:00Z,langshalte,27,true,false,true,false,true,2021-01-08T13:34:25Z,0.22,3.2,5,20.4,1.3,true,false,false,false,0,,,1.5,,
NL:Q:30004009,Dijkgraafplein,available,tram,52.355588397168574,4.786948963952426,true,true,260,2020-05-24T22:00:00Z,langshalte,81.4,true,false,true,false,false,2021-01-08T13:34:25Z,0.25,1.35,1.35,68,1.2,true,true,false,false,0,,,,,
NL:Q:30007006,Museumplein,available,tram,52.35640038533287,4.879798160199534,true,true,149,2019-03-14T00:00:00Z,langshalte,84,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.8,1.8,78,0.9,true,true,true,true,0.12,,5.7,1.8,,
NL:Q:30007007,Museumplein,available,tram,52.35690260439708,4.879542869521055,true,true,325,2019-03-14T00:00:00Z,langshalte,84,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.5,1.8,78,1.5,true,true,true,true,0.11,,2.7,2.7,,
NL:Q:30002342,Scharenburg,available,bus,52.3957265841376,4.77966163792441,false,true,270,2020-05-24T22:00:00Z,langshalte,19.2,true,false,false,false,true,2021-01-08T13:34:25Z,0.19,2,2,16.8,1.5,false,false,false,true,0.8,,3.6,1.2,,
NL:Q:30002343,Scharenburg,available,bus,52.396033964426955,4.778261653250198,false,false,178,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30009522,Station Bijlmer ArenA,available,metro,52.31174205946743,4.947646689547978,true,false,318,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,0.01,7,120,7,false,true,false,false,0,,,,,
NL:Q:30009523,Station Bijlmer ArenA,available,metro,52.31123059161077,4.947871710907978,true,true,135,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,6,6,120,6,true,true,false,false,0,,,,,
NL:Q:30000179,Kelbergen,available,bus,52.31349218671036,4.971826335708412,true,true,71,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,2.1,18,1.2,true,true,true,true,3.6,28,70,1.8,4,22
NL:Q:30000180,Kelbergen,available,bus,52.3135807734512,4.971458886363946,true,true,251,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,1.8,18,1.3,true,true,true,true,3.6,24,80,1.8,3,16
NL:Q:30007205,IJsbaanpad,available,tram,52.34167183923617,4.857779109798482,false,false,341,2019-03-14T00:00:00Z,langshalte,43,true,false,false,false,false,2021-01-08T13:34:25Z,0.13,2.1,2.1,43,0.8,false,false,false,true,0.07,,2.7,2,,
NL:Q:30007207,IJsbaanpad,available,tram,52.34052926900207,4.857528607740933,false,false,183,2019-03-14T00:00:00Z,langshalte,48,true,false,false,false,false,2021-01-08T13:34:25Z,0.13,2.4,2.4,48,0.7,false,false,false,true,0.06,,1,3.3,,
NL:Q:57111184,Koopvaardersplantsoen,outofuse,bus,52.40681441890711,4.915063852228551,false,false,307,2019-03-01T00:00:00Z,langshalte,25,true,false,false,false,false,2021-02-25T11:33:45Z,0.06,2,2,25,0.97,false,false,false,false,0.05,,,,,
NL:Q:57111185,Koopvaardersplantsoen,outofuse,bus,52.4061986862847,4.916172580039186,false,false,114,2019-03-01T00:00:00Z,langshalte,20,true,false,false,false,true,2021-02-25T11:33:45Z,0.04,2.85,3.25,20,1.5,false,false,false,false,0,,,2,,
NL:Q:57252540,Weltevreden,available,bus,52.28703405094656,4.962253952785396,false,false,329,2020-05-24T22:00:00Z,langshalte,12.5,true,false,false,false,false,2021-01-08T13:34:25Z,0.06,0.7,0.5,12,0.5,false,false,false,false,0.3,,,,,
NL:Q:57352140,Weltevreden,available,bus,52.28627132325917,4.962598326704304,false,false,149,2020-05-24T22:00:00Z,langshalte,12.6,true,false,false,false,false,2021-01-08T13:34:25Z,0.1,0.9,0.9,12.1,0.72,false,false,false,false,0.1,,,,,
NL:Q:30000023,Beukenplein,available,bus,52.356954047045456,4.918148700016093,true,true,145,2020-05-24T22:00:00Z,langshalte,24,true,false,true,true,true,2020-12-22T16:33:08Z,0.2,1.8,1.8,20,1.1,true,true,true,false,,,,,,
NL:Q:30000024,Beukenplein,available,bus,52.35732194645234,4.917998017206373,true,true,326,2020-05-24T22:00:00Z,langshalte,24,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.8,1.7,20,1.3,true,true,true,false,,,,,,
NL:Q:30003171,Burg. Rendorpstraat,available,tram,52.374366176584694,4.827783725564078,false,true,279,2018-11-15T00:00:00Z,langshalte,67,true,false,false,false,false,2021-01-08T13:34:25Z,0.16,1.8,1.8,62,1.35,false,false,false,true,0.16,,3.5,1.8,,
NL:Q:30003172,Burg. Rendorpstraat,available,tram,52.37450392810153,4.826504381375436,false,false,99,2019-03-14T00:00:00Z,langshalte,67,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,1.8,1.8,62,1.35,false,false,false,true,0.08,,4,2,,
NL:Q:30000419,Wamelstraat,available,bus,52.3014700268,4.985851838225087,true,true,90,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,6,2.1,18,1.2,true,true,true,true,3.6,23.35,100,1.5,3,22.5
NL:Q:30000420,Wamelstraat,available,bus,52.30161288129472,4.985571991420806,true,true,270,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,1.8,18,1.3,true,true,true,false,3.6,24,,1.5,3.1,15.3
NL:Q:30000548,Station Spaklerweg,available,bus,52.33770894862955,4.922108301068236,false,false,321,2020-05-24T22:00:00Z,langshalte,17.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,4.8,4.8,18,3,false,false,false,false,0,,,,,
NL:Q:30000549,Station Spaklerweg,available,bus,52.3377260580918,4.9218880288502564,false,false,140,2020-05-24T22:00:00Z,langshalte,18.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.09,5.1,5.1,18,3,false,false,false,false,0,,,2.4,,
NL:Q:30001092,Th. Weeversweg,available,bus,52.39829052952664,4.944378873191212,true,true,226,2020-05-24T22:00:00Z,langshalte,21.5,true,false,true,true,true,2021-02-25T11:33:45Z,0.2,1.8,2.7,18,1.9,true,true,true,false,0,,,1.3,,
NL:Q:30001093,Th. Weeversweg,available,bus,52.39821918037784,4.944526514899786,true,true,47,2020-05-24T22:00:00Z,semi-haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.5,17,1.7,true,false,true,false,0,15,,,1.5,
NL:Q:30001189,Pinksterbloemstraat,available,bus,52.39848052634097,4.912228740392629,true,true,125,2020-05-24T22:00:00Z,haltehaven,39.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.7,2.1,17,1.35,true,true,true,true,0.14,12.5,1.2,2,3.65,12
NL:Q:30001191,Pinksterbloemstraat,available,bus,52.39879478596948,4.912151906597274,true,true,304,2020-05-24T22:00:00Z,haltehaven,37.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,1.4,17,1.4,true,true,true,false,0,18,,2,3.1,18
NL:Q:30001403,Distelweg,available,bus,52.39435233824989,4.902649966325135,false,false,49,2020-05-24T22:00:00Z,semi-haltehaven,34,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.8,4,32,1.2,false,false,false,false,0,,,2,2.6,11
NL:Q:30001404,Distelweg,available,bus,52.39425209536243,4.902313155511025,true,true,224,2020-05-24T22:00:00Z,semi-haltehaven,34,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.8,4,32,1.2,false,false,false,false,0,11.1,,2,2.3,
NL:Q:30002139,Van Beuningenplein,available,bus,52.38140289388185,4.871169621087187,false,true,343,2020-05-24T22:00:00Z,langshalte,26,true,false,false,false,false,2021-01-08T13:34:25Z,0.18,1.92,2.3,22,1.35,false,false,false,true,0.15,,2,2.4,,
NL:Q:30002140,Van Beuningenplein,available,bus,52.381195867024395,4.871098594179764,false,false,161,2020-05-24T22:00:00Z,langshalte,26,true,false,false,false,false,2021-01-08T13:34:25Z,0.19,1.47,1.45,22,0.7,false,false,false,true,0.12,,2,1.4,,
NL:Q:30009540,Venserpolder,available,metro,52.32672770972405,4.946046122772635,true,true,250,2020-05-24T22:00:00Z,langshalte,156,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,3,3,156,3,true,true,false,false,0,,,2,,
NL:Q:30009541,Venserpolder,available,metro,52.32679286292088,4.946646913977751,true,true,71,2020-05-24T22:00:00Z,langshalte,154,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,3,3,156,3,true,true,false,false,5,,,2,,
NL:Q:30002080,Nova Zemblastraat,plan,bus,52.389955156051094,4.884864153893717,false,false,12,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:57112500,Mosplein,available,bus,52.392954945141334,4.912684617262208,true,true,174,2020-05-24T22:00:00Z,langshalte,39.1,true,false,true,false,false,2021-01-08T13:34:25Z,0.2,1.9,2.4,35.7,1.75,true,true,false,true,0.12,,2,1.8,,
NL:Q:57112600,Mosplein,available,bus,52.39302707878867,4.912742609720814,true,true,351,2020-05-24T22:00:00Z,langshalte,39.1,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,2.2,2.4,35.7,1.2,true,true,true,true,0.12,,1.2,2.4,,
NL:Q:30001405,Distelweg,plan,bus,52.393049425426874,4.902722975461597,false,false,164,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30001408,Distelweg,plan,bus,52.3930500864169,4.902884571435663,false,false,343,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30002083,Archangelkade,plan,bus,52.39550790135534,4.871930989481364,false,false,172,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30002098,Archangelkade,available,bus,52.395067655092,4.871965491878531,false,false,4,2020-07-24T08:51:17Z,langshalte,14,false,false,false,false,true,2021-02-08T20:50:13Z,0.25,4,4,14,2,false,false,false,false,,,,,,
NL:Q:30004318,Henk Sneevlietweg,available,metro,52.34679656416735,4.834559345901808,true,true,358,2020-05-24T22:00:00Z,langshalte,133,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.4,2.4,133,2.4,true,true,false,false,5,,,2,,
NL:Q:30004319,Henk Sneevlietweg,available,metro,52.346265492616,4.834389849623797,true,true,178,2020-05-24T22:00:00Z,langshalte,133,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.38,2.38,133,2.38,true,true,false,false,5,,,2,,
NL:Q:30009911,IJplein,available,ferry,52.38182035245374,4.908500362255304,false,false,190,2020-05-24T22:00:00Z,haltehaven,4,false,false,false,false,true,2021-02-25T11:33:45Z,0.01,4,4,4,4,false,false,false,false,-15,10,,4,3,10
NL:Q:30002290,Jarmuiden,available,bus,52.390658825788535,4.790528646887217,false,false,180,2020-05-24T22:00:00Z,langshalte,13,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,2.4,2.1,13,1.5,false,false,false,false,0,,,1.5,,
NL:Q:30004028,Reimerswaalstraat,available,bus,52.36099104489007,4.794274932685211,false,false,258,2020-05-24T22:00:00Z,haltehaven,22.6,false,false,false,false,true,2021-02-25T11:33:45Z,0.1,1.2,1.2,22.6,1.1,false,false,false,false,0,11,,,2,7
NL:Q:30004029,Reimerswaalstraat,available,bus,52.36115964586205,4.7956379887589,false,false,80,2020-05-24T22:00:00Z,haltehaven,19.7,true,false,false,false,true,2021-02-25T11:33:45Z,0.1,1.2,3.7,19.7,1.5,false,false,false,false,0,10,,,2,8
NL:Q:30004050,Meer en Vaart,available,tram,52.35641288299147,4.809954753040913,false,true,258,2020-05-24T22:00:00Z,langshalte,80,true,false,false,false,true,2021-01-08T13:34:25Z,0.21,3.8,3,74,1.65,false,false,false,false,0,,,2,,
NL:Q:30004047,Meer en Vaart,available,bus,52.35688354407162,4.808788963331073,false,false,151,2020-05-24T22:00:00Z,haltehaven,33.98,true,false,false,true,true,2021-02-25T11:33:45Z,0.09,1.59,1.59,43.01,1.59,false,false,true,false,0,9.02,,,2.73,9.02
NL:Q:30004048,Meer en Vaart,available,bus,52.35699354205821,4.809227909870056,false,false,323,2020-05-24T22:00:00Z,haltehaven,22.5,true,false,false,false,true,2021-02-25T11:33:45Z,0.09,1.52,1.52,22.5,1.52,false,false,false,false,0,9.68,,,3.03,9.68
NL:Q:30004049,Meer en Vaart,available,tram,52.35643336210759,4.8104682574274875,false,true,78,2020-05-24T22:00:00Z,langshalte,82,true,false,false,false,true,2021-01-08T13:34:25Z,0.21,3.8,3.2,76,1.8,false,false,false,false,0,,,,,
NL:Q:30007012,Amstelpark,available,bus,52.331854010911286,4.8902016549237795,true,true,0,2020-05-24T22:00:00Z,semi-haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,3,17,1.35,true,true,true,false,0,26,,1.5,3.1,
NL:Q:30007013,Amstelpark,available,bus,52.33151051810324,4.889736032829461,true,true,0,2020-05-24T22:00:00Z,langshalte,20.3,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,3,13.5,0.75,true,true,true,false,0,,,1.5,,
NL:Q:30009115,Ruysdaelkade,expired,tram,52.35226726691855,4.88642103604428,false,false,271,2019-02-07T00:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,0,0.01,,,,
NL:Q:30009116,Ruysdaelkade,expired,tram,52.35223411056568,4.887081906567544,false,false,82,2019-02-07T00:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,0,0.01,,,,
NL:Q:30000074,Brinkstraat,available,tram,52.34296591673722,4.947748419895816,true,false,122,2019-03-14T00:00:00Z,langshalte,65,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.2,1.8,65,1.1,false,false,false,true,0.2,,5,1.5,,
NL:Q:30000076,Brinkstraat,available,tram,52.343243435926446,4.947452179070031,true,false,303,2019-03-14T00:00:00Z,langshalte,57,true,false,true,false,true,2021-01-08T13:34:25Z,0.19,1.2,1.8,57,1,false,false,false,true,0.2,,5,1.8,,
NL:Q:30002148,Van L.Stirumstraat,available,tram,52.38426913305773,4.875116792259757,false,false,120,2020-05-24T22:00:00Z,langshalte,26.27,false,false,false,false,true,2021-01-08T13:34:25Z,0.03,3.5,6.75,26,3.5,false,false,false,false,0,,,,,
NL:Q:30002149,Van L.Stirumstraat,available,tram,52.38429533241499,4.874940229730297,false,false,284,2020-05-24T22:00:00Z,langshalte,27.04,false,false,false,false,true,2021-01-08T13:34:25Z,0.04,3.5,6.2,27,1.1,false,false,false,false,0,,,,,
NL:Q:30003108,Herman Bonpad,available,bus,52.36795308205009,4.80078920880076,true,true,155,2020-05-24T22:00:00Z,haltehaven,22.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,5.4,5.4,18.7,1,true,true,true,false,0,22,,1.5,3,15
NL:Q:30003109,Herman Bonpad,available,bus,52.36903110820601,4.800686854830748,true,true,350,2020-05-24T22:00:00Z,haltehaven,21.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.5,2.7,18,1.35,true,true,true,true,0.14,20,3,2,3.2,14
NL:Q:30004214,Griendstraat,available,bus,52.358345356260116,4.779454308273046,true,false,48,2020-05-24T22:00:00Z,haltehaven,22,true,false,true,true,true,2021-02-25T11:33:45Z,0.18,1.3,1.3,18,1.3,true,true,true,false,-5,10,,,3,8
NL:Q:30004215,Griendstraat,available,bus,52.35897686994176,4.779915418348455,true,true,226,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,1.3,1.3,18,1.3,true,true,true,false,0,10,,,3,9
NL:Q:57142590,VU Medisch Centrum,available,bus,52.334640935518586,4.857232061796377,true,true,188,2020-05-24T22:00:00Z,semi-haltehaven,37.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2,2,34,1.66,true,true,true,true,0.14,,1.4,1.65,3.3,4.5
NL:Q:57142600,VU Medisch Centrum,available,bus,52.33488484148892,4.857507918027215,true,false,8,2020-05-24T22:00:00Z,langshalte,34,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.3,1.9,30.3,1,true,true,true,true,0.13,,1.4,1.5,,
NL:Q:30001351,Oosterlengte,available,bus,52.40580925087343,4.922245927343632,false,true,113,2020-05-24T22:00:00Z,semi-haltehaven,29,true,false,false,true,true,2021-01-08T13:34:25Z,0.12,3.3,3.3,17.5,1.7,false,false,false,true,3.5,38.5,36,1.2,2.8,21.5
NL:Q:30001352,Oosterlengte,available,bus,52.406150132190724,4.922080699198189,false,false,297,2020-05-24T22:00:00Z,semi-haltehaven,30,true,false,false,false,true,2021-01-08T13:34:25Z,0.13,2.4,2.4,17.8,1.2,false,false,false,true,3.6,11.5,66,1.6,3,
NL:Q:30002194,Hornhaven,available,bus,52.394703629492874,4.808706782976177,true,true,127,2020-05-24T22:00:00Z,semi-haltehaven,15,true,false,true,false,true,2021-01-08T13:34:25Z,0.19,2.1,2.1,15,1.35,true,false,false,true,0.2,,1.2,1.6,3,18
NL:Q:30002197,Hornhaven,available,bus,52.39505693676032,4.80743866209919,true,true,245,2020-05-24T22:00:00Z,haltehaven,21.2,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.1,1.2,17.8,1.1,true,true,true,false,0,14.5,,1.2,2.7,16.5
NL:Q:30003043,Akbarstraat,available,bus,52.381637673999265,4.84135133769826,false,false,87,2020-05-24T22:00:00Z,semi-haltehaven,21.55,true,false,false,true,true,2021-02-25T11:33:45Z,0.1,1.8,1.8,0.01,0.9,false,false,true,false,0,0.01,,,2.8,7.1
NL:Q:30003044,Akbarstraat,available,bus,52.38175741766611,4.841981426701943,false,false,269,2020-05-24T22:00:00Z,haltehaven,21.5,false,false,false,true,true,2021-02-25T11:33:45Z,0.15,1.65,1.65,0.01,0.9,false,false,true,false,0,8.3,,,2.8,10.4
NL:Q:30007121,Olympisch Stadion,available,tram,52.34380746701881,4.85700521433911,false,true,341,2019-03-14T00:00:00Z,langshalte,63,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,3,3,63,1.4,false,false,false,false,0.25,,,3,,
NL:Q:30007202,Olympisch Stadion,available,tram,52.344031294654854,4.856811765431579,false,true,160,2019-03-14T00:00:00Z,langshalte,79,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,1.95,1.95,69,1.4,false,false,false,true,0.12,,2,2.1,,
NL:Q:30009180,Wibautstraat,available,bus,52.3550506280219,4.911886379629379,false,false,328,2020-05-24T22:00:00Z,haltehaven,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.22,1.9,1.9,20,0.6,false,false,false,false,0,24,,,2.98,16.62
NL:Q:30009181,Wibautstraat,available,bus,52.35564078391818,4.911131438892455,false,true,146,2020-05-24T22:00:00Z,haltehaven,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.9,1.9,22,0.6,false,false,false,false,0,23.51,,,2.98,14.62
NL:Q:57253030,Gebouw Atlas,available,bus,52.30782842643123,4.944180955226725,true,true,319,2020-05-24T22:00:00Z,langshalte,19.2,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.1,2.1,19.2,1.3,true,true,true,false,0,,,1.5,,
